path_id	symbol
hsa00190	PPA2
hsa00190	PPA1
hsa00190	NDUFA13
hsa00190	COX17
hsa00190	COX4I1
hsa00190	ATP6V1E1
hsa00190	COX15
hsa00190	ATP5L
hsa00190	ATP4A
hsa00190	NDUFA4L2
hsa00190	NDUFB8
hsa00190	COX5B
hsa00190	COX3
hsa00190	COX7A1
hsa00190	ATP5J
hsa00190	ATP6V0D1
hsa00190	NDUFA2
hsa00190	COX2
hsa00190	ND6
hsa00190	ATP6AP1
hsa00190	ND5
hsa00190	ATP5G1
hsa00190	ATP12A
hsa00190	ATP6V1G1
hsa00230	POLR2K
hsa00230	ADCY10
hsa00230	NME3
hsa00230	PDE11A
hsa00230	PDE2A
hsa00230	NPR1
hsa00230	POLR2H
hsa00230	NT5M
hsa00230	AK7
hsa00230	PRPS1L1
hsa00230	PRUNE
hsa00230	POLR3F
hsa00230	PDE3A
hsa00230	ITPA
hsa00230	PDE4C
hsa00230	NME5
hsa00230	POLR1D
hsa00230	NT5C
hsa00230	PDE4D
hsa00230	POLR2D
hsa00230	NT5C1A
hsa00230	ZNRD1
hsa00230	PDE6C
hsa00230	NUDT9
hsa00230	NME4
hsa00230	PDE8A
hsa00230	PAICS
hsa00230	ADCY1
hsa00230	ADCY3
hsa00230	POLE4
hsa00230	PRIM2
hsa00230	POLD3
hsa00230	POLD4
hsa00230	GUCY2C
hsa00230	POLR1B
hsa00230	POLR2G
hsa00230	POLR2F
hsa00230	POLR2J
hsa00230	GMPS
hsa00230	ENPP1
hsa00230	PDE7A
hsa00230	POLR3D
hsa00230	PDE1A
hsa00230	POLR2J3
hsa00230	PDE4A
hsa00230	NTPCR
hsa00230	POLR3H
hsa00230	POLA1
hsa00230	ENPP3
hsa00230	DGUOK
hsa00230	ENTPD5
hsa00230	DCK
hsa00230	PDE1C
hsa00230	PDE6B
hsa00230	NT5C3
hsa00230	PDE7B
hsa00230	XDH
hsa00230	ENTPD1
hsa00230	CANT1
hsa00230	POLD1
hsa00230	NT5C2
hsa00230	RRM2
hsa00230	PNPT1
hsa00230	PDE3B
hsa00230	POLR2B
hsa00230	POLE
hsa00230	NUDT2
hsa00230	GMPR
hsa00230	PNP
hsa00230	NME1-NME2
hsa00230	PGM2
hsa00230	ADCY8
hsa00230	GDA
hsa00230	PKLR
hsa00230	GUCY1B3
hsa00230	PRHOXNB
hsa00230	ADCY7
hsa00230	C17orf48
hsa00230	ADSS
hsa00230	POLR2J2
hsa00230	ADCY6
hsa00230	GUCY1A2
hsa00230	POLR3A
hsa00230	ADK
hsa00230	ENTPD4
hsa00230	GUCY2F
hsa00230	AK2
hsa00230	PGM1
hsa00230	AMPD2
hsa00230	POLR3GL
hsa00230	POLR2A
hsa00230	NT5E
hsa00230	NME2
hsa00230	PDE5A
hsa00230	FHIT
hsa00230	PFAS
hsa00230	ENTPD3
hsa00230	APRT
hsa00230	PDE6A
hsa00230	POLR1E
hsa00230	GART
hsa00230	PDE6G
hsa00230	POLR3B
hsa00230	ADCY2
hsa00230	POLR1C
hsa00230	POLR2E
hsa00230	PRPS2
hsa00230	ALLC
hsa00230	PDE1B
hsa00230	PRIM1
hsa00230	POLR2L
hsa00230	GUCY1A3
hsa00230	RRM2B
hsa00230	PDE9A
hsa00230	PDE4B
hsa00230	POLR3G
hsa00230	GMPR2
hsa00230	PKM2
hsa00230	POLE2
hsa00230	ADCY9
hsa00230	ADSL
hsa00230	AK1
hsa00230	POLE3
hsa00230	NME1
hsa00230	POLR3C
hsa00230	AMPD3
hsa00230	GUK1
hsa00230	NPR2
hsa00230	POLR1A
hsa00230	IMPDH1
hsa00230	GUCY2D
hsa00230	NUDT5
hsa00230	POLD2
hsa00230	PAPSS1
hsa00230	ADCY4
hsa00230	HPRT1
hsa00230	POLR3K
hsa00230	POLR2I
hsa00230	AK4
hsa00230	PDE6D
hsa00230	AK5
hsa00230	RRM1
hsa00230	POLR2C
hsa00230	IMPDH2
hsa00230	PDE8B
hsa00230	ENTPD6
hsa00230	NME6
hsa00230	ADSSL1
hsa00230	NME7
hsa00230	POLA2
hsa00230	AMPD1
hsa00230	PAPSS2
hsa00230	ATIC
hsa00230	PPAT
hsa00230	NT5C1B
hsa00230	ADA
hsa00230	ADCY5
hsa00230	PRPS1
hsa00230	PDE6H
hsa00230	ENTPD8
hsa00230	ENTPD2
hsa00230	PDE10A
hsa00232	NAT2
hsa00232	CYP2A7
hsa00232	CYP2A6
hsa00232	CYP2A13
hsa00232	CYP1A2
hsa00232	XDH
hsa00232	NAT1
hsa00240	NME7
hsa00240	POLR2G
hsa00240	POLR3B
hsa00240	ENTPD6
hsa00240	NT5E
hsa00240	POLR3A
hsa00240	TK2
hsa00240	POLE3
hsa00240	POLR2F
hsa00240	CTPS2
hsa00240	CTPS
hsa00240	TK1
hsa00240	POLR1B
hsa00240	AK3
hsa00240	DCTD
hsa00240	UPP2
hsa00240	POLR3C
hsa00240	POLE
hsa00240	POLR1D
hsa00240	POLE4
hsa00240	UCK1
hsa00240	POLR3GL
hsa00240	POLR2H
hsa00240	DCK
hsa00240	POLR2J3
hsa00240	UCK2
hsa00240	CMPK2
hsa00240	POLR2L
hsa00240	NME1-NME2
hsa00240	POLD4
hsa00240	NME6
hsa00240	UPRT
hsa00240	UMPS
hsa00240	POLR2B
hsa00240	POLR2A
hsa00240	POLR3D
hsa00240	NME3
hsa00240	POLR2J2
hsa00240	POLE2
hsa00240	POLR2K
hsa00240	ZNRD1
hsa00240	POLR1C
hsa00240	POLR3F
hsa00240	UCKL1
hsa00240	ENTPD5
hsa00240	TXNRD3
hsa00240	TYMP
hsa00240	NT5C
hsa00240	POLR2J
hsa00240	PRIM1
hsa00240	POLR3G
hsa00240	PRIM2
hsa00240	CMPK1
hsa00240	NT5C1B
hsa00240	POLD2
hsa00240	NT5C2
hsa00240	DHODH
hsa00240	POLR2E
hsa00240	TXNRD1
hsa00240	PNP
hsa00240	NUDT2
hsa00240	ENTPD3
hsa00240	POLD1
hsa00240	NME1
hsa00240	POLR1A
hsa00240	DUT
hsa00240	POLD3
hsa00240	RRM2B
hsa00240	ENTPD1
hsa00240	UPB1
hsa00240	CANT1
hsa00240	POLA1
hsa00240	NT5C3
hsa00240	DTYMK
hsa00240	ITPA
hsa00240	POLR2C
hsa00240	NME2
hsa00240	DPYD
hsa00240	POLR3H
hsa00240	POLR2I
hsa00240	NME4
hsa00240	NME5
hsa00240	RRM2
hsa00240	POLR3K
hsa00240	CDA
hsa00240	PNPT1
hsa00240	ENTPD4
hsa00240	POLR1E
hsa00240	TXNRD2
hsa00240	POLR2D
hsa00240	DPYS
hsa00240	ENTPD8
hsa00240	TYMS
hsa00240	CAD
hsa00240	NT5M
hsa00240	RRM1
hsa00240	NT5C1A
hsa00240	UPP1
hsa00240	POLA2
hsa00250	IL4I1
hsa00250	GOT2
hsa00250	GAD2
hsa00250	DDO
hsa00250	CPS1
hsa00250	GAD1
hsa00250	GLS
hsa00250	ASS1
hsa00250	GLUD1
hsa00250	GOT1
hsa00250	ALDH5A1
hsa00250	GLUD2
hsa00250	GPT
hsa00250	CAD
hsa00250	ADSSL1
hsa00250	AGXT
hsa00250	NIT2
hsa00250	AGXT2
hsa00250	GFPT1
hsa00250	GFPT2
hsa00250	ASL
hsa00250	GLS2
hsa00250	GPT2
hsa00250	ADSS
hsa00250	ACY3
hsa00250	GLUL
hsa00250	PPAT
hsa00250	ASPA
hsa00250	ASNS
hsa00250	ADSL
hsa00250	ABAT
hsa00250	ALDH4A1
hsa00260	ALDH7A1
hsa00260	GNMT
hsa00260	GCAT
hsa00260	SRR
hsa00260	MAOB
hsa00260	DLD
hsa00260	SDS
hsa00260	GATM
hsa00260	PHGDH
hsa00260	BHMT
hsa00260	ALAS2
hsa00260	AGXT2
hsa00260	SHMT1
hsa00260	DMGDH
hsa00260	AGXT
hsa00260	CTH
hsa00260	ALAS1
hsa00260	PSAT1
hsa00260	PSPH
hsa00260	AMT
hsa00260	AOC3
hsa00260	AOC2
hsa00260	CHDH
hsa00260	GLYCTK
hsa00260	GAMT
hsa00260	CBS
hsa00260	GLDC
hsa00260	MAOA
hsa00260	SARDH
hsa00260	PIPOX
hsa00260	DAO
hsa00260	SHMT2
hsa00270	AHCYL2
hsa00270	TRDMT1
hsa00270	DNMT3A
hsa00270	MTAP
hsa00270	TAT
hsa00270	MRI1
hsa00270	CBS
hsa00270	GOT1
hsa00270	AHCYL1
hsa00270	BHMT
hsa00270	MAT2A
hsa00270	MAT2B
hsa00270	DNMT1
hsa00270	LDHC
hsa00270	ENOPH1
hsa00270	LDHB
hsa00270	IL4I1
hsa00270	GOT2
hsa00270	DNMT3B
hsa00270	SDS
hsa00270	MAT1A
hsa00270	LDHAL6B
hsa00270	MTR
hsa00270	SRM
hsa00270	AMD1
hsa00270	CDO1
hsa00270	DNMT3L
hsa00270	ADI1
hsa00270	APIP
hsa00270	LDHA
hsa00270	LDHAL6A
hsa00270	CTH
hsa00270	MPST
hsa00270	SMS
hsa00270	AHCY
hsa00270	TST
hsa00280	ACAT1
hsa00280	ALDH2
hsa00280	ALDH1B1
hsa00280	PCCA
hsa00280	MCEE
hsa00280	EHHADH
hsa00280	AOX1
hsa00280	BCAT2
hsa00280	ALDH9A1
hsa00280	ACAD8
hsa00280	IL4I1
hsa00280	ALDH7A1
hsa00280	DBT
hsa00280	HADHB
hsa00280	HMGCS2
hsa00280	HMGCL
hsa00280	HADH
hsa00280	ACADM
hsa00280	PCCB
hsa00280	ACADSB
hsa00280	OXCT1
hsa00280	MUT
hsa00280	MCCC1
hsa00280	BCKDHB
hsa00280	ECHS1
hsa00280	ALDH6A1
hsa00280	ACAA2
hsa00280	ACADS
hsa00280	MCCC2
hsa00280	HIBCH
hsa00280	BCAT1
hsa00280	ALDH3A2
hsa00280	OXCT2
hsa00280	IVD
hsa00280	ACAA1
hsa00280	HSD17B10
hsa00280	HADHA
hsa00280	HIBADH
hsa00280	ACAT2
hsa00280	BCKDHA
hsa00280	AUH
hsa00280	ABAT
hsa00280	HMGCS1
hsa00280	DLD
hsa00290	BCAT2
hsa00290	IARS
hsa00290	PDHB
hsa00290	BCAT1
hsa00290	LARS2
hsa00290	PDHA2
hsa00290	VARS
hsa00290	IARS2
hsa00290	LARS
hsa00290	VARS2
hsa00290	PDHA1
hsa00300	AADAT
hsa00300	AASS
hsa00300	ALDH7A1
hsa00310	PLOD3
hsa00310	ACAT1
hsa00310	ALDH1B1
hsa00310	SETD7
hsa00310	EHHADH
hsa00310	SETD1B
hsa00310	ALDH3A2
hsa00310	HADH
hsa00310	SUV420H1
hsa00310	SETD1A
hsa00310	SETMAR
hsa00310	GLT25D1
hsa00310	SUV420H2
hsa00310	DLST
hsa00310	AADAT
hsa00310	AASS
hsa00310	SETD8
hsa00310	SUV39H2
hsa00310	ASH1L
hsa00310	OGDH
hsa00310	BBOX1
hsa00310	OGDHL
hsa00310	EHMT2
hsa00310	SETDB2
hsa00310	ECHS1
hsa00310	ALDH7A1
hsa00310	ALDH2
hsa00310	EHMT1
hsa00310	SETDB1
hsa00310	WHSC1L1
hsa00310	GCDH
hsa00310	HADHA
hsa00310	WHSC1
hsa00310	PLOD2
hsa00310	GLT25D2
hsa00310	NSD1
hsa00310	DOT1L
hsa00310	PLOD1
hsa00310	SUV39H1
hsa00310	TMLHE
hsa00310	SETD2
hsa00310	ALDH9A1
hsa00310	PIPOX
hsa00310	ACAT2
hsa00330	ALDH18A1
hsa00330	PYCR2
hsa00330	SAT2
hsa00330	GLS2
hsa00330	GOT2
hsa00330	ALDH3A2
hsa00330	ASS1
hsa00330	P4HA1
hsa00330	PRODH
hsa00330	PYCRL
hsa00330	AMD1
hsa00330	GAMT
hsa00330	GOT1
hsa00330	PRODH2
hsa00330	MAOA
hsa00330	ODC1
hsa00330	ABP1
hsa00330	P4HA2
hsa00330	ALDH1B1
hsa00330	ARG1
hsa00330	CKB
hsa00330	PYCR1
hsa00330	CKM
hsa00330	OAT
hsa00330	ALDH7A1
hsa00330	CKMT1A
hsa00330	NAGS
hsa00330	AGMAT
hsa00330	NOS3
hsa00330	OTC
hsa00330	ALDH4A1
hsa00330	MAOB
hsa00330	GATM
hsa00330	CPS1
hsa00330	SMS
hsa00330	GLUL
hsa00330	GLS
hsa00330	ARG2
hsa00330	NOS2
hsa00330	SRM
hsa00330	LAP3
hsa00330	ALDH9A1
hsa00330	SAT1
hsa00330	DAO
hsa00330	ADC
hsa00330	GLUD2
hsa00330	ASL
hsa00330	CKMT1B
hsa00330	ALDH2
hsa00330	P4HA3
hsa00330	NOS1
hsa00330	ACY1
hsa00330	CKMT2
hsa00330	GLUD1
hsa00340	HEMK1
hsa00340	AMDHD1
hsa00340	CNDP1
hsa00340	HAL
hsa00340	LCMT1
hsa00340	ALDH1A3
hsa00340	ALDH1B1
hsa00340	ALDH3B2
hsa00340	ALDH2
hsa00340	ALDH3A1
hsa00340	WBSCR22
hsa00340	TRMT11
hsa00340	HNMT
hsa00340	MAOB
hsa00340	ALDH7A1
hsa00340	ALDH9A1
hsa00340	LCMT2
hsa00340	UROC1
hsa00340	ALDH3A2
hsa00340	ABP1
hsa00340	MAOA
hsa00340	FTCD
hsa00340	ALDH3B1
hsa00340	HDC
hsa00340	METTL2B
hsa00340	DDC
hsa00340	METTL6
hsa00340	ACY3
hsa00340	ASPA
hsa00350	DCT
hsa00350	ALDH1A3
hsa00350	MIF
hsa00350	TRMT11
hsa00350	ADH4
hsa00350	ADH5
hsa00350	LCMT1
hsa00350	TYR
hsa00350	MAOA
hsa00350	METTL6
hsa00350	AOX1
hsa00350	GOT2
hsa00350	ADH1A
hsa00350	DDC
hsa00350	ALDH3A1
hsa00350	DBH
hsa00350	ADH1C
hsa00350	GSTZ1
hsa00350	MAOB
hsa00350	TYRP1
hsa00350	WBSCR22
hsa00350	HEMK1
hsa00350	HPD
hsa00350	ADH7
hsa00350	PNMT
hsa00350	AOC3
hsa00350	FAH
hsa00350	GOT1
hsa00350	METTL2B
hsa00350	TPO
hsa00350	ALDH3B1
hsa00350	COMT
hsa00350	HGD
hsa00350	TAT
hsa00350	AOC2
hsa00350	ADH6
hsa00350	ALDH3B2
hsa00350	IL4I1
hsa00350	LCMT2
hsa00350	TH
hsa00350	ADH1B
hsa00360	IL4I1
hsa00360	HPD
hsa00360	ALDH3B2
hsa00360	MAOA
hsa00360	PRDX6
hsa00360	GOT2
hsa00360	DDC
hsa00360	MIF
hsa00360	AOC2
hsa00360	ALDH3B1
hsa00360	ALDH3A1
hsa00360	TAT
hsa00360	ALDH1A3
hsa00360	GOT1
hsa00360	AOC3
hsa00360	PAH
hsa00360	MAOB
hsa00380	HADHA
hsa00380	INMT
hsa00380	ACAT2
hsa00380	ASMT
hsa00380	WARS2
hsa00380	ABP1
hsa00380	KYNU
hsa00380	IDO1
hsa00380	OGDHL
hsa00380	CCBL1
hsa00380	ALDH2
hsa00380	ECHS1
hsa00380	MAOA
hsa00380	MAOB
hsa00380	TPH1
hsa00380	EHHADH
hsa00380	AFMID
hsa00380	IL4I1
hsa00380	AANAT
hsa00380	ACAT1
hsa00380	ACMSD
hsa00380	ALDH3A2
hsa00380	OGDH
hsa00380	KMO
hsa00380	ALDH1B1
hsa00380	CCBL2
hsa00380	HADH
hsa00380	AOX1
hsa00380	IDO2
hsa00380	ALDH7A1
hsa00380	WARS
hsa00380	CAT
hsa00380	TPH2
hsa00380	ALDH9A1
